Vulnerability ID,Severity,Package name,Package version,Package type,Package path,Image,OS Name,CVSS version,CVSS score,CVSS vector,Vuln link,Vuln Publish date,Vuln Fix date,Fix version,Public Exploit,K8S cluster name,K8S namespace name,K8S workload type,K8S workload name,K8S container name,Image ID,K8S POD count,Package suggested fix
CVE-2022-2284,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,4.4,AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:L,https://access.redhat.com/security/cve/CVE-2022-2284,2022-07-01,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2022-2286,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,4.4,AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:L,https://access.redhat.com/security/cve/CVE-2022-2286,2022-07-01,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2022-2129,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,4.4,AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L,https://access.redhat.com/security/cve/CVE-2022-2129,2022-06-18,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2022-2285,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,4.4,AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L,https://access.redhat.com/security/cve/CVE-2022-2285,2022-07-01,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2018-19211,Low,ncurses,6.1,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.0,4.7,AV:L/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2018-19211,2018-04-12,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2018-19211,Low,ncurses-base,6.1,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.0,4.7,AV:L/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2018-19211,2018-04-12,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2018-19211,Low,ncurses-libs,6.1,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.0,4.7,AV:L/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2018-19211,2018-04-12,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2018-19217,Low,ncurses,6.1,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.0,4.7,AV:L/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2018-19217,2018-10-28,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2018-19217,Low,ncurses-base,6.1,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.0,4.7,AV:L/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2018-19217,2018-10-28,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2018-19217,Low,ncurses-libs,6.1,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.0,4.7,AV:L/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2018-19217,2018-10-28,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2022-2207,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,4.8,AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:L,https://access.redhat.com/security/cve/CVE-2022-2207,2022-06-24,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2022-2210,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,5.3,AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:L,https://access.redhat.com/security/cve/CVE-2022-2210,2022-06-25,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2018-20786,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.0,5.3,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,https://access.redhat.com/security/cve/CVE-2018-20786,2018-12-24,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2021-24032,Low,libzstd,1.4.4,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,5.5,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,https://access.redhat.com/security/cve/CVE-2021-24032,2019-06-04,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2021-3997,Low,systemd,239,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,5.5,AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2021-3997,2022-01-10,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,0:239-58.el8_6.4
CVE-2021-3997,Low,systemd-libs,239,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,5.5,AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2021-3997,2022-01-10,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,0:239-58.el8_6.4
CVE-2021-3997,Low,systemd-pam,239,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,5.5,AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2021-3997,2022-01-10,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,0:239-58.el8_6.4
CVE-2022-27943,Low,libgcc,8.5.0,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,5.5,AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2022-27943,2022-03-23,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2022-27943,Low,libstdc++,8.5.0,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,5.5,AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2022-27943,2022-03-23,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2022-1720,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,6.1,AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:H,https://access.redhat.com/security/cve/CVE-2022-1720,2022-05-14,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2021-43618,Low,gmp,6.1.2,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,6.2,AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2021-43618,2021-09-15,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2021-44568,Low,libsolv,0.7.19,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,6.3,AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:H,https://access.redhat.com/security/cve/CVE-2021-44568,2020-12-12,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2021-4209,Low,gnutls,3.6.16,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,6.5,AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2021-4209,2021-12-22,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,0:3.6.16-5.el8_6
CVE-2022-23990,Low,expat,2.2.5,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,6.5,AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2022-23990,2022-01-25,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,0:2.2.5-4.el8_5.3
CVE-2021-3737,Low,python3-wheel,0.31.1,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,6.5,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2021-3737,2021-05-03,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2021-3737,Low,python36,3.6.8,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,6.5,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2021-3737,2021-05-03,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2020-35512,Low,dbus,1.12.8,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7,AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2020-35512,2020-07-02,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2020-35512,Low,dbus-common,1.12.8,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7,AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2020-35512,2020-07-02,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2020-35512,Low,dbus-daemon,1.12.8,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7,AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2020-35512,2020-07-02,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2020-35512,Low,dbus-libs,1.12.8,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7,AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2020-35512,2020-07-02,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2020-35512,Low,dbus-tools,1.12.8,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7,AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2020-35512,2020-07-02,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2021-4166,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.1,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:H,https://access.redhat.com/security/cve/CVE-2021-4166,2021-12-24,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2021-3927,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.3,AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:H/A:H,https://access.redhat.com/security/cve/CVE-2021-3927,2021-10-26,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2019-19244,Low,sqlite-libs,3.26.0,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.5,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2019-19244,2019-11-22,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,0:3.26.0-16.el8_6
CVE-2019-9674,Low,platform-python,3.6.8,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.5,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2019-9674,2019-03-11,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,0:3.6.8-47.el8_6
CVE-2019-9674,Low,python3-libs,3.6.8,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.5,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2019-9674,2019-03-11,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,0:3.6.8-47.el8_6
CVE-2019-9674,Low,python3-wheel,0.31.1,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.5,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2019-9674,2019-03-11,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2019-9674,Low,python36,3.6.8,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.5,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2019-9674,2019-03-11,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2020-21674,Low,libarchive,3.3.3,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.5,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2020-21674,2019-12-28,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,0:3.3.3-3.el8_5
CVE-2021-3826,Low,gdb-gdbserver,8.2,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.5,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2021-3826,2021-09-23,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2018-20225,Low,platform-python-pip,9.0.3,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.8,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2018-20225,2020-05-08,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2018-20225,Low,python3-pip,9.0.3,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.8,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2018-20225,2020-05-08,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2018-20225,Low,python3-pip-wheel,9.0.3,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.8,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2018-20225,2020-05-08,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2022-2175,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.8,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2022-2175,2022-06-22,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2022-2343,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.8,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2022-2343,2022-07-07,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2022-2345,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.8,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2022-2345,2022-07-07,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2022-2522,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.8,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2022-2522,2022-07-23,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2022-2819,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.8,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2022-2819,2022-08-14,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2022-3256,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.8,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2022-3256,2022-09-21,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2022-3296,Low,vim-minimal,8.0.1763,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.1,7.8,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2022-3296,2022-09-24,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,2:8.0.1763-16.el8_5.12
CVE-2018-16428,Low,glib2,2.56.4,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.0,9.8,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2018-16428,2018-04-11,,,false,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2018-20657,Low,libgcc,8.5.0,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.0,3.3,AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,https://access.redhat.com/security/cve/CVE-2018-20657,2018-12-18,,,true,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2018-20657,Low,libstdc++,8.5.0,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.0,3.3,AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,https://access.redhat.com/security/cve/CVE-2018-20657,2018-12-18,,,true,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2018-1121,Low,procps-ng,3.3.15,os,,quay.io/sysdig/inline-scan-service:0.0.10,redhat 8.5,3.0,3.9,AV:L/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:L,https://access.redhat.com/security/cve/CVE-2018-1121,2018-05-17,,,true,containerd-lab,sysdig-admission-controller,deployment,sysdig-admission-controller-scanner,admission-controller,sha256:b1c8dd10eb91142092f68f84fddb9733c7055287e89eddc836050f326828c665,1,
CVE-2022-3715,Medium,bash,4.4.20,os,,quay.io/sysdig/host-analyzer:0.1.11,redhat 8.6,3.1,5.5,AV:L/AC:H/PR:L/UI:R/S:U/C:L/I:L/A:H,https://access.redhat.com/security/cve/CVE-2022-3715,2022-10-27,,,false,containerd-lab,sysdig-agent,daemonset,sysdig-agent-node-analyzer,sysdig-host-analyzer,sha256:8bb8e60783ded86a798d7d10b3634ba6f2d0201c10389d4927a3439110fcc3c1,6,
CVE-2021-39537,Medium,ncurses-base,6.1,os,,quay.io/sysdig/host-analyzer:0.1.11,redhat 8.6,3.1,5.5,AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2021-39537,2020-08-04,,,false,containerd-lab,sysdig-agent,daemonset,sysdig-agent-node-analyzer,sysdig-host-analyzer,sha256:8bb8e60783ded86a798d7d10b3634ba6f2d0201c10389d4927a3439110fcc3c1,6,
CVE-2021-39537,Medium,ncurses-libs,6.1,os,,quay.io/sysdig/host-analyzer:0.1.11,redhat 8.6,3.1,5.5,AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,https://access.redhat.com/security/cve/CVE-2021-39537,2020-08-04,,,false,containerd-lab,sysdig-agent,daemonset,sysdig-agent-node-analyzer,sysdig-host-analyzer,sha256:8bb8e60783ded86a798d7d10b3634ba6f2d0201c10389d4927a3439110fcc3c1,6,
CVE-2021-42694,Medium,libgcc,8.5.0,os,,quay.io/sysdig/host-analyzer:0.1.11,redhat 8.6,3.1,8.5,AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H,https://access.redhat.com/security/cve/CVE-2021-42694,2021-11-01,,,false,containerd-lab,sysdig-agent,daemonset,sysdig-agent-node-analyzer,sysdig-host-analyzer,sha256:8bb8e60783ded86a798d7d10b3634ba6f2d0201c10389d4927a3439110fcc3c1,6,
